	RT	answer	block	confidence	correct	disc_stim	miniblock	signal_present	signal_volume
0	-1	-1	0.0	-1	-1	2	0	1	0.0263084249654
1	-1	-1	0.0	-1	-1	2	0	1	0.0263084249654
2	-1	-1	0.0	-1	-1	2	0	1	0.0263084249654
3	-1	-1	0.0	-1	-1	1	0	0	0.0263084249654
4	-1	-1	0.0	-1	-1	1	0	0	0.0263084249654
